REGION_DE_EJECUCION,TIPO_DE_INSTITUCION,SUBDIRECCION,AÑO_DE_FALLO,PROGRAMA,INSTRUMENTO,NOMBRE_DEL_CONCURSO,MONTO_TOTAL_ADJUDICADO_(M$),ESTADO_RESOLUCION_CONCURSO,DISCIPLINA_OECD,TIPO_DE_BENEFICIARIO,SEXO,MACRO_ZONA
02. ANTOFAGASTA,UNIVERSIDAD,PROYECTOS DE INVESTIGACION,2019,FONDECYT,INICIACION,CONCURSO DE PROYECTOS FONDECYT DE INICIACION EN INVESTIGACION 2019,$56.941,ADJUDICADO,HUMANIDADES,PERSONA NATURAL,MUJER,NORTE
15. ARICA Y PARINACOTA,UNIVERSIDAD,PROYECTOS DE INVESTIGACION,2019,FONDECYT,INICIACION,CONCURSO DE PROYECTOS FONDECYT DE INICIACION EN INVESTIGACION 2019,$-,FUERA DE BASES,CIENCIAS SOCIALES,PERSONA NATURAL,HOMBRE,NORTE
03. ATACAMA,UNIVERSIDAD,PROYECTOS DE INVESTIGACION,2019,FONDECYT,INICIACION,CONCURSO DE PROYECTOS FONDECYT DE INICIACION EN INVESTIGACION 2019,$98.031,ADJUDICADO,CIENCIAS NATURALES,PERSONA NATURAL,HOMBRE,NORTE
02. ANTOFAGASTA,UNIVERSIDAD,PROYECTOS DE INVESTIGACION,2019,FONDECYT,INICIACION,CONCURSO DE PROYECTOS FONDECYT DE INICIACION EN INVESTIGACION 2019,$-,NO ADJUDICADO,INGENIERIA Y TECNOLOGIA,PERSONA NATURAL,HOMBRE,NORTE
02. ANTOFAGASTA,UNIVERSIDAD,PROYECTOS DE INVESTIGACION,2019,FONDECYT,INICIACION,CONCURSO DE PROYECTOS FONDECYT DE INICIACION EN INVESTIGACION 2019,$-,NO ADJUDICADO,CIENCIAS NATURALES,PERSONA NATURAL,HOMBRE,NORTE
03. ATACAMA,UNIVERSIDAD,PROYECTOS DE INVESTIGACION,2019,FONDECYT,INICIACION,CONCURSO DE PROYECTOS FONDECYT DE INICIACION EN INVESTIGACION 2019,$-,NO ADJUDICADO,CIENCIAS NATURALES,PERSONA NATURAL,MUJER,NORTE
02. ANTOFAGASTA,UNIVERSIDAD,PROYECTOS DE INVESTIGACION,2019,FONDECYT,INICIACION,CONCURSO DE PROYECTOS FONDECYT DE INICIACION EN INVESTIGACION 2019,$-,NO ADJUDICADO,CIENCIAS NATURALES,PERSONA NATURAL,HOMBRE,NORTE
02. ANTOFAGASTA,UNIVERSIDAD,PROYECTOS DE INVESTIGACION,2019,FONDECYT,INICIACION,CONCURSO DE PROYECTOS FONDECYT DE INICIACION EN INVESTIGACION 2019,$-,NO ADJUDICADO,INGENIERIA Y TECNOLOGIA,PERSONA NATURAL,MUJER,NORTE
03. ATACAMA,UNIVERSIDAD,PROYECTOS DE INVESTIGACION,2019,FONDECYT,INICIACION,CONCURSO DE PROYECTOS FONDECYT DE INICIACION EN INVESTIGACION 2019,$-,NO ADJUDICADO,CIENCIAS SOCIALES,PERSONA NATURAL,MUJER,NORTE
02. ANTOFAGASTA,UNIVERSIDAD,PROYECTOS DE INVESTIGACION,2019,FONDECYT,INICIACION,CONCURSO DE PROYECTOS FONDECYT DE INICIACION EN INVESTIGACION 2019,$-,FUERA DE BASES,CIENCIAS SOCIALES,PERSONA NATURAL,MUJER,NORTE
15. ARICA Y PARINACOTA,UNIVERSIDAD,PROYECTOS DE INVESTIGACION,2019,FONDECYT,INICIACION,CONCURSO DE PROYECTOS FONDECYT DE INICIACION EN INVESTIGACION 2019,$-,NO ADJUDICADO,HUMANIDADES,PERSONA NATURAL,HOMBRE,NORTE
02. ANTOFAGASTA,UNIVERSIDAD,PROYECTOS DE INVESTIGACION,2019,FONDECYT,INICIACION,CONCURSO DE PROYECTOS FONDECYT DE INICIACION EN INVESTIGACION 2019,$-,NO ADJUDICADO,INGENIERIA Y TECNOLOGIA,PERSONA NATURAL,HOMBRE,NORTE
02. ANTOFAGASTA,UNIVERSIDAD,PROYECTOS DE INVESTIGACION,2019,FONDECYT,INICIACION,CONCURSO DE PROYECTOS FONDECYT DE INICIACION EN INVESTIGACION 2019,$-,NO ADJUDICADO,INGENIERIA Y TECNOLOGIA,PERSONA NATURAL,HOMBRE,NORTE
02. ANTOFAGASTA,UNIVERSIDAD,PROYECTOS DE INVESTIGACION,2019,FONDECYT,INICIACION,CONCURSO DE PROYECTOS FONDECYT DE INICIACION EN INVESTIGACION 2019,$-,NO ADJUDICADO,CIENCIAS SOCIALES,PERSONA NATURAL,HOMBRE,NORTE
15. ARICA Y PARINACOTA,UNIVERSIDAD,PROYECTOS DE INVESTIGACION,2019,FONDECYT,INICIACION,CONCURSO DE PROYECTOS FONDECYT DE INICIACION EN INVESTIGACION 2019,$-,NO ADJUDICADO,CIENCIAS SOCIALES,PERSONA NATURAL,MUJER,NORTE
02. ANTOFAGASTA,UNIVERSIDAD,PROYECTOS DE INVESTIGACION,2019,FONDECYT,INICIACION,CONCURSO DE PROYECTOS FONDECYT DE INICIACION EN INVESTIGACION 2019,$-,NO ADJUDICADO,CIENCIAS NATURALES,PERSONA NATURAL,MUJER,NORTE
01. TARAPACA,UNIVERSIDAD,PROYECTOS DE INVESTIGACION,2019,FONDECYT,INICIACION,CONCURSO DE PROYECTOS FONDECYT DE INICIACION EN INVESTIGACION 2019,$-,NO ADJUDICADO,CIENCIAS SOCIALES,PERSONA NATURAL,HOMBRE,NORTE
15. ARICA Y PARINACOTA,UNIVERSIDAD,PROYECTOS DE INVESTIGACION,2019,FONDECYT,REGULAR,REGULAR,$253.318,ADJUDICADO,CIENCIAS SOCIALES,PERSONA NATURAL,MUJER,NORTE
02. ANTOFAGASTA,UNIVERSIDAD,PROYECTOS DE INVESTIGACION,2019,FONDECYT,REGULAR,REGULAR,$-,NO ADJUDICADO,CIENCIAS SOCIALES,PERSONA NATURAL,HOMBRE,NORTE
03. ATACAMA,UNIVERSIDAD,PROYECTOS DE INVESTIGACION,2019,FONDECYT,REGULAR,REGULAR,$-,NO ADJUDICADO,CIENCIAS NATURALES,PERSONA NATURAL,HOMBRE,NORTE
01. TARAPACA,UNIVERSIDAD,PROYECTOS DE INVESTIGACION,2019,FONDECYT,REGULAR,REGULAR,$-,NO ADJUDICADO,CIENCIAS SOCIALES,PERSONA NATURAL,HOMBRE,NORTE
15. ARICA Y PARINACOTA,UNIVERSIDAD,PROYECTOS DE INVESTIGACION,2019,FONDECYT,REGULAR,REGULAR,$100.504,ADJUDICADO,CIENCIAS NATURALES,PERSONA NATURAL,HOMBRE,NORTE
03. ATACAMA,UNIVERSIDAD,PROYECTOS DE INVESTIGACION,2019,FONDECYT,REGULAR,REGULAR,$-,NO ADJUDICADO,CIENCIAS NATURALES,PERSONA NATURAL,HOMBRE,NORTE
02. ANTOFAGASTA,UNIVERSIDAD,PROYECTOS DE INVESTIGACION,2019,FONDECYT,REGULAR,REGULAR,$-,NO ADJUDICADO,CIENCIAS NATURALES,PERSONA NATURAL,MUJER,NORTE
03. ATACAMA,ESTADO,PROYECTOS DE INVESTIGACION,2019,FONDECYT,REGULAR,REGULAR,$249.433,ADJUDICADO,CIENCIAS SOCIALES,PERSONA NATURAL,HOMBRE,NORTE
02. ANTOFAGASTA,UNIVERSIDAD,PROYECTOS DE INVESTIGACION,2019,FONDECYT,REGULAR,REGULAR,$-,NO ADJUDICADO,CIENCIAS SOCIALES,PERSONA NATURAL,HOMBRE,NORTE
02. ANTOFAGASTA,UNIVERSIDAD,PROYECTOS DE INVESTIGACION,2019,FONDECYT,REGULAR,REGULAR,$-,NO ADJUDICADO,CIENCIAS SOCIALES,PERSONA NATURAL,MUJER,NORTE
02. ANTOFAGASTA,UNIVERSIDAD,PROYECTOS DE INVESTIGACION,2019,FONDECYT,REGULAR,REGULAR,$154.585,ADJUDICADO,CIENCIAS SOCIALES,PERSONA NATURAL,MUJER,NORTE
02. ANTOFAGASTA,UNIVERSIDAD,PROYECTOS DE INVESTIGACION,2019,FONDECYT,REGULAR,REGULAR,$-,NO ADJUDICADO,HUMANIDADES,PERSONA NATURAL,MUJER,NORTE
02. ANTOFAGASTA,UNIVERSIDAD,PROYECTOS DE INVESTIGACION,2019,FONDECYT,REGULAR,REGULAR,$-,NO ADJUDICADO,INGENIERIA Y TECNOLOGIA,PERSONA NATURAL,HOMBRE,NORTE
15. ARICA Y PARINACOTA,UNIVERSIDAD,PROYECTOS DE INVESTIGACION,2019,FONDECYT,REGULAR,REGULAR,$232.228,ADJUDICADO,CIENCIAS SOCIALES,PERSONA NATURAL,MUJER,NORTE
02. ANTOFAGASTA,UNIVERSIDAD,PROYECTOS DE INVESTIGACION,2019,FONDECYT,REGULAR,REGULAR,$-,NO ADJUDICADO,CIENCIAS SOCIALES,PERSONA NATURAL,MUJER,NORTE
15. ARICA Y PARINACOTA,UNIVERSIDAD,PROYECTOS DE INVESTIGACION,2019,FONDECYT,REGULAR,REGULAR,$-,NO ADJUDICADO,CIENCIAS SOCIALES,PERSONA NATURAL,MUJER,NORTE
01. TARAPACA,UNIVERSIDAD,PROYECTOS DE INVESTIGACION,2019,FONDECYT,REGULAR,REGULAR,$171.828,ADJUDICADO,HUMANIDADES,PERSONA NATURAL,HOMBRE,NORTE
02. ANTOFAGASTA,UNIVERSIDAD,PROYECTOS DE INVESTIGACION,2019,FONDECYT,REGULAR,REGULAR,$-,NO ADJUDICADO,CIENCIAS NATURALES,PERSONA NATURAL,MUJER,NORTE
15. ARICA Y PARINACOTA,UNIVERSIDAD,PROYECTOS DE INVESTIGACION,2019,FONDECYT,REGULAR,REGULAR,$-,NO ADJUDICADO,CIENCIAS NATURALES,PERSONA NATURAL,HOMBRE,NORTE
02. ANTOFAGASTA,UNIVERSIDAD,PROYECTOS DE INVESTIGACION,2019,FONDECYT,REGULAR,REGULAR,$-,NO ADJUDICADO,CIENCIAS NATURALES,PERSONA NATURAL,MUJER,NORTE
03. ATACAMA,UNIVERSIDAD,PROYECTOS DE INVESTIGACION,2019,FONDECYT,REGULAR,REGULAR,$-,NO ADJUDICADO,CIENCIAS NATURALES,PERSONA NATURAL,MUJER,NORTE
02. ANTOFAGASTA,UNIVERSIDAD,PROYECTOS DE INVESTIGACION,2019,FONDECYT,REGULAR,REGULAR,$-,NO ADJUDICADO,CIENCIAS SOCIALES,PERSONA NATURAL,HOMBRE,NORTE
02. ANTOFAGASTA,UNIVERSIDAD,PROYECTOS DE INVESTIGACION,2019,FONDECYT,REGULAR,REGULAR,$-,NO ADJUDICADO,INGENIERIA Y TECNOLOGIA,PERSONA NATURAL,HOMBRE,NORTE
03. ATACAMA,UNIVERSIDAD,PROYECTOS DE INVESTIGACION,2019,FONDECYT,REGULAR,REGULAR,$-,NO ADJUDICADO,CIENCIAS NATURALES,PERSONA NATURAL,HOMBRE,NORTE
15. ARICA Y PARINACOTA,UNIVERSIDAD,PROYECTOS DE INVESTIGACION,2019,FONDECYT,REGULAR,REGULAR,$-,NO ADJUDICADO,CIENCIAS SOCIALES,PERSONA NATURAL,HOMBRE,NORTE
15. ARICA Y PARINACOTA,UNIVERSIDAD,PROYECTOS DE INVESTIGACION,2019,FONDECYT,REGULAR,REGULAR,$-,NO ADJUDICADO,CIENCIAS SOCIALES,PERSONA NATURAL,MUJER,NORTE
02. ANTOFAGASTA,UNIVERSIDAD,PROYECTOS DE INVESTIGACION,2019,FONDECYT,REGULAR,REGULAR,$-,NO ADJUDICADO,CIENCIAS NATURALES,PERSONA NATURAL,HOMBRE,NORTE
15. ARICA Y PARINACOTA,UNIVERSIDAD,PROYECTOS DE INVESTIGACION,2019,FONDECYT,REGULAR,REGULAR,$-,NO ADJUDICADO,CIENCIAS MEDICAS Y DE LA SALUD,PERSONA NATURAL,MUJER,NORTE
03. ATACAMA,UNIVERSIDAD,PROYECTOS DE INVESTIGACION,2019,FONDECYT,REGULAR,REGULAR,$-,NO ADJUDICADO,CIENCIAS NATURALES,PERSONA NATURAL,HOMBRE,NORTE
03. ATACAMA,UNIVERSIDAD,PROYECTOS DE INVESTIGACION,2019,FONDECYT,REGULAR,REGULAR,$-,NO ADJUDICADO,CIENCIAS NATURALES,PERSONA NATURAL,HOMBRE,NORTE
01. TARAPACA,UNIVERSIDAD,PROYECTOS DE INVESTIGACION,2019,FONDECYT,REGULAR,REGULAR,$192.412,ADJUDICADO,CIENCIAS NATURALES,PERSONA NATURAL,HOMBRE,NORTE
01. TARAPACA,UNIVERSIDAD,PROYECTOS DE INVESTIGACION,2019,FONDECYT,REGULAR,REGULAR,$-,NO ADJUDICADO,CIENCIAS NATURALES,PERSONA NATURAL,HOMBRE,NORTE
03. ATACAMA,UNIVERSIDAD,PROYECTOS DE INVESTIGACION,2019,FONDECYT,REGULAR,REGULAR,$-,NO ADJUDICADO,CIENCIAS AGRICOLAS,PERSONA NATURAL,HOMBRE,NORTE
02. ANTOFAGASTA,UNIVERSIDAD,PROYECTOS DE INVESTIGACION,2019,FONDECYT,REGULAR,REGULAR,$-,NO ADJUDICADO,INGENIERIA Y TECNOLOGIA,PERSONA NATURAL,HOMBRE,NORTE
02. ANTOFAGASTA,UNIVERSIDAD,PROYECTOS DE INVESTIGACION,2019,FONDECYT,REGULAR,REGULAR,$-,NO ADJUDICADO,CIENCIAS NATURALES,PERSONA NATURAL,HOMBRE,NORTE
01. TARAPACA,UNIVERSIDAD,PROYECTOS DE INVESTIGACION,2019,FONDECYT,REGULAR,REGULAR,$-,NO ADJUDICADO,CIENCIAS NATURALES,PERSONA NATURAL,MUJER,NORTE
02. ANTOFAGASTA,UNIVERSIDAD,PROYECTOS DE INVESTIGACION,2019,FONDECYT,REGULAR,REGULAR,$165.412,ADJUDICADO,CIENCIAS NATURALES,PERSONA NATURAL,MUJER,NORTE
15. ARICA Y PARINACOTA,UNIVERSIDAD,PROYECTOS DE INVESTIGACION,2019,FONDECYT,REGULAR,REGULAR,$-,NO ADJUDICADO,CIENCIAS SOCIALES,PERSONA NATURAL,MUJER,NORTE
03. ATACAMA,UNIVERSIDAD,PROYECTOS DE INVESTIGACION,2019,FONDECYT,REGULAR,REGULAR,$-,NO ADJUDICADO,CIENCIAS SOCIALES,PERSONA NATURAL,HOMBRE,NORTE
02. ANTOFAGASTA,UNIVERSIDAD,PROYECTOS DE INVESTIGACION,2019,FONDECYT,REGULAR,REGULAR,$-,NO ADJUDICADO,CIENCIAS NATURALES,PERSONA NATURAL,MUJER,NORTE
15. ARICA Y PARINACOTA,UNIVERSIDAD,PROYECTOS DE INVESTIGACION,2019,FONDECYT,REGULAR,REGULAR,$94.623,ADJUDICADO,CIENCIAS SOCIALES,PERSONA NATURAL,MUJER,NORTE
03. ATACAMA,UNIVERSIDAD,PROYECTOS DE INVESTIGACION,2019,FONDECYT,REGULAR,REGULAR,$-,NO ADJUDICADO,CIENCIAS NATURALES,PERSONA NATURAL,HOMBRE,NORTE
15. ARICA Y PARINACOTA,UNIVERSIDAD,PROYECTOS DE INVESTIGACION,2019,FONDECYT,REGULAR,REGULAR,$-,NO ADJUDICADO,CIENCIAS AGRICOLAS,PERSONA NATURAL,HOMBRE,NORTE
01. TARAPACA,UNIVERSIDAD,PROYECTOS DE INVESTIGACION,2019,FONDECYT,REGULAR,REGULAR,$-,NO ADJUDICADO,CIENCIAS NATURALES,PERSONA NATURAL,HOMBRE,NORTE
02. ANTOFAGASTA,UNIVERSIDAD,PROYECTOS DE INVESTIGACION,2019,FONDECYT,REGULAR,REGULAR,$-,NO ADJUDICADO,CIENCIAS NATURALES,PERSONA NATURAL,HOMBRE,NORTE
02. ANTOFAGASTA,UNIVERSIDAD,PROYECTOS DE INVESTIGACION,2019,FONDECYT,REGULAR,REGULAR,$-,NO ADJUDICADO,CIENCIAS NATURALES,PERSONA NATURAL,HOMBRE,NORTE
02. ANTOFAGASTA,UNIVERSIDAD,PROYECTOS DE INVESTIGACION,2019,FONDECYT,REGULAR,REGULAR,$-,NO ADJUDICADO,CIENCIAS SOCIALES,PERSONA NATURAL,HOMBRE,NORTE
02. ANTOFAGASTA,UNIVERSIDAD,PROYECTOS DE INVESTIGACION,2019,FONDECYT,REGULAR,REGULAR,$-,NO ADJUDICADO,INGENIERIA Y TECNOLOGIA,PERSONA NATURAL,MUJER,NORTE
02. ANTOFAGASTA,UNIVERSIDAD,PROYECTOS DE INVESTIGACION,2019,FONDECYT,REGULAR,REGULAR,$-,NO ADJUDICADO,CIENCIAS NATURALES,PERSONA NATURAL,HOMBRE,NORTE
01. TARAPACA,UNIVERSIDAD,PROYECTOS DE INVESTIGACION,2019,FONDECYT,REGULAR,REGULAR,$-,NO ADJUDICADO,CIENCIAS NATURALES,PERSONA NATURAL,HOMBRE,NORTE
03. ATACAMA,UNIVERSIDAD,PROYECTOS DE INVESTIGACION,2019,FONDECYT,REGULAR,REGULAR,$-,NO ADJUDICADO,INGENIERIA Y TECNOLOGIA,PERSONA NATURAL,HOMBRE,NORTE
02. ANTOFAGASTA,UNIVERSIDAD,PROYECTOS DE INVESTIGACION,2019,FONDECYT,REGULAR,REGULAR,$-,NO ADJUDICADO,CIENCIAS NATURALES,PERSONA NATURAL,HOMBRE,NORTE
15. ARICA Y PARINACOTA,UNIVERSIDAD,PROYECTOS DE INVESTIGACION,2019,FONDECYT,REGULAR,REGULAR,$-,NO ADJUDICADO,INGENIERIA Y TECNOLOGIA,PERSONA NATURAL,HOMBRE,NORTE
02. ANTOFAGASTA,UNIVERSIDAD,PROYECTOS DE INVESTIGACION,2019,FONDECYT,REGULAR,REGULAR,$-,NO ADJUDICADO,CIENCIAS NATURALES,PERSONA NATURAL,HOMBRE,NORTE
02. ANTOFAGASTA,UNIVERSIDAD,PROYECTOS DE INVESTIGACION,2019,FONDECYT,REGULAR,REGULAR,$80.160,ADJUDICADO,CIENCIAS SOCIALES,PERSONA NATURAL,HOMBRE,NORTE
02. ANTOFAGASTA,UNIVERSIDAD,PROYECTOS DE INVESTIGACION,2019,FONDECYT,REGULAR,REGULAR,$-,NO ADJUDICADO,CIENCIAS NATURALES,PERSONA NATURAL,HOMBRE,NORTE
15. ARICA Y PARINACOTA,UNIVERSIDAD,PROYECTOS DE INVESTIGACION,2019,FONDECYT,REGULAR,REGULAR,$-,NO ADJUDICADO,CIENCIAS NATURALES,PERSONA NATURAL,HOMBRE,NORTE
02. ANTOFAGASTA,UNIVERSIDAD,PROYECTOS DE INVESTIGACION,2019,FONDECYT,REGULAR,REGULAR,$-,NO ADJUDICADO,CIENCIAS NATURALES,PERSONA NATURAL,HOMBRE,NORTE
02. ANTOFAGASTA,UNIVERSIDAD,PROYECTOS DE INVESTIGACION,2019,FONDECYT,REGULAR,REGULAR,$-,NO ADJUDICADO,CIENCIAS NATURALES,PERSONA NATURAL,HOMBRE,NORTE
15. ARICA Y PARINACOTA,UNIVERSIDAD,PROYECTOS DE INVESTIGACION,2019,FONDECYT,REGULAR,REGULAR,$83.360,ADJUDICADO,CIENCIAS SOCIALES,PERSONA NATURAL,HOMBRE,NORTE
01. TARAPACA,UNIVERSIDAD,PROYECTOS DE INVESTIGACION,2019,FONDECYT,REGULAR,REGULAR,$-,NO ADJUDICADO,CIENCIAS NATURALES,PERSONA NATURAL,HOMBRE,NORTE
02. ANTOFAGASTA,UNIVERSIDAD,PROYECTOS DE INVESTIGACION,2019,FONDECYT,REGULAR,REGULAR,$191.762,ADJUDICADO,INGENIERIA Y TECNOLOGIA,PERSONA NATURAL,HOMBRE,NORTE
02. ANTOFAGASTA,UNIVERSIDAD,PROYECTOS DE INVESTIGACION,2019,FONDECYT,REGULAR,REGULAR,$248.680,ADJUDICADO,CIENCIAS NATURALES,PERSONA NATURAL,HOMBRE,NORTE
15. ARICA Y PARINACOTA,UNIVERSIDAD,PROYECTOS DE INVESTIGACION,2019,FONDECYT,REGULAR,REGULAR,$-,NO ADJUDICADO,CIENCIAS SOCIALES,PERSONA NATURAL,HOMBRE,NORTE
02. ANTOFAGASTA,UNIVERSIDAD,PROYECTOS DE INVESTIGACION,2019,FONDECYT,REGULAR,REGULAR,$-,NO ADJUDICADO,CIENCIAS NATURALES,PERSONA NATURAL,HOMBRE,NORTE
15. ARICA Y PARINACOTA,UNIVERSIDAD,PROYECTOS DE INVESTIGACION,2019,FONDECYT,REGULAR,REGULAR,$-,NO ADJUDICADO,CIENCIAS NATURALES,PERSONA NATURAL,HOMBRE,NORTE
02. ANTOFAGASTA,UNIVERSIDAD,PROYECTOS DE INVESTIGACION,2019,FONDECYT,REGULAR,REGULAR,$-,NO ADJUDICADO,CIENCIAS NATURALES,PERSONA NATURAL,HOMBRE,NORTE
15. ARICA Y PARINACOTA,UNIVERSIDAD,PROYECTOS DE INVESTIGACION,2019,FONDECYT,REGULAR,REGULAR,$73.844,ADJUDICADO,HUMANIDADES,PERSONA NATURAL,HOMBRE,NORTE
15. ARICA Y PARINACOTA,UNIVERSIDAD,PROYECTOS DE INVESTIGACION,2019,FONDECYT,REGULAR,REGULAR,$-,NO ADJUDICADO,CIENCIAS SOCIALES,PERSONA NATURAL,MUJER,NORTE
02. ANTOFAGASTA,UNIVERSIDAD,PROYECTOS DE INVESTIGACION,2019,FONDECYT,REGULAR,REGULAR,$-,NO ADJUDICADO,CIENCIAS NATURALES,PERSONA NATURAL,MUJER,NORTE
02. ANTOFAGASTA,UNIVERSIDAD,PROYECTOS DE INVESTIGACION,2019,FONDECYT,REGULAR,REGULAR,$-,NO ADJUDICADO,CIENCIAS NATURALES,PERSONA NATURAL,HOMBRE,NORTE
02. ANTOFAGASTA,UNIVERSIDAD,PROYECTOS DE INVESTIGACION,2019,FONDECYT,REGULAR,REGULAR,$-,FUERA DE BASES,CIENCIAS NATURALES,PERSONA NATURAL,HOMBRE,NORTE
02. ANTOFAGASTA,UNIVERSIDAD,PROYECTOS DE INVESTIGACION,2019,FONDECYT,REGULAR,REGULAR,$-,NO ADJUDICADO,CIENCIAS NATURALES,PERSONA NATURAL,HOMBRE,NORTE
15. ARICA Y PARINACOTA,UNIVERSIDAD,PROYECTOS DE INVESTIGACION,2019,FONDECYT,REGULAR,REGULAR,$-,NO ADJUDICADO,CIENCIAS NATURALES,PERSONA NATURAL,HOMBRE,NORTE
01. TARAPACA,UNIVERSIDAD,PROYECTOS DE INVESTIGACION,2019,FONDECYT,REGULAR,REGULAR,$-,NO ADJUDICADO,CIENCIAS SOCIALES,PERSONA NATURAL,MUJER,NORTE
02. ANTOFAGASTA,UNIVERSIDAD,PROYECTOS DE INVESTIGACION,2019,FONDECYT,REGULAR,REGULAR,$-,NO ADJUDICADO,CIENCIAS SOCIALES,PERSONA NATURAL,MUJER,NORTE
02. ANTOFAGASTA,UNIVERSIDAD,PROYECTOS DE INVESTIGACION,2019,FONDECYT,REGULAR,REGULAR,$-,NO ADJUDICADO,CIENCIAS NATURALES,PERSONA NATURAL,HOMBRE,NORTE
02. ANTOFAGASTA,UNIVERSIDAD,PROYECTOS DE INVESTIGACION,2019,FONDECYT,REGULAR,REGULAR,$-,NO ADJUDICADO,CIENCIAS SOCIALES,PERSONA NATURAL,HOMBRE,NORTE
02. ANTOFAGASTA,UNIVERSIDAD,PROYECTOS DE INVESTIGACION,2019,FONDECYT,REGULAR,REGULAR,$-,NO ADJUDICADO,CIENCIAS NATURALES,PERSONA NATURAL,HOMBRE,NORTE
15. ARICA Y PARINACOTA,UNIVERSIDAD,PROYECTOS DE INVESTIGACION,2019,FONDECYT,REGULAR,REGULAR,$-,NO ADJUDICADO,CIENCIAS AGRICOLAS,PERSONA NATURAL,HOMBRE,NORTE
15. ARICA Y PARINACOTA,UNIVERSIDAD,PROYECTOS DE INVESTIGACION,2019,FONDECYT,REGULAR,REGULAR,$-,NO ADJUDICADO,INGENIERIA Y TECNOLOGIA,PERSONA NATURAL,MUJER,NORTE
02. ANTOFAGASTA,UNIVERSIDAD,PROYECTOS DE INVESTIGACION,2019,FONDECYT,REGULAR,REGULAR,$67.080,ADJUDICADO,CIENCIAS SOCIALES,PERSONA NATURAL,HOMBRE,NORTE
02. ANTOFAGASTA,UNIVERSIDAD,PROYECTOS DE INVESTIGACION,2019,FONDECYT,REGULAR,REGULAR,$-,NO ADJUDICADO,CIENCIAS MEDICAS Y DE LA SALUD,PERSONA NATURAL,HOMBRE,NORTE
02. ANTOFAGASTA,UNIVERSIDAD,PROYECTOS DE INVESTIGACION,2019,FONDECYT,REGULAR,REGULAR,$-,NO ADJUDICADO,CIENCIAS SOCIALES,PERSONA NATURAL,MUJER,NORTE
15. ARICA Y PARINACOTA,UNIVERSIDAD,PROYECTOS DE INVESTIGACION,2019,FONDECYT,REGULAR,REGULAR,$126.460,ADJUDICADO,CIENCIAS SOCIALES,PERSONA NATURAL,HOMBRE,NORTE
01. TARAPACA,UNIVERSIDAD,PROYECTOS DE INVESTIGACION,2019,FONDECYT,REGULAR,REGULAR,$-,NO ADJUDICADO,CIENCIAS AGRICOLAS,PERSONA NATURAL,HOMBRE,NORTE
15. ARICA Y PARINACOTA,UNIVERSIDAD,PROYECTOS DE INVESTIGACION,2019,FONDECYT,REGULAR,REGULAR,$65.720,ADJUDICADO,HUMANIDADES,PERSONA NATURAL,HOMBRE,NORTE
01. TARAPACA,UNIVERSIDAD,PROYECTOS DE INVESTIGACION,2019,FONDECYT,REGULAR,REGULAR,$-,NO ADJUDICADO,CIENCIAS AGRICOLAS,PERSONA NATURAL,HOMBRE,NORTE
15. ARICA Y PARINACOTA,UNIVERSIDAD,PROYECTOS DE INVESTIGACION,2019,FONDECYT,REGULAR,REGULAR,$-,NO ADJUDICADO,CIENCIAS NATURALES,PERSONA NATURAL,HOMBRE,NORTE
15. ARICA Y PARINACOTA,UNIVERSIDAD,PROYECTOS DE INVESTIGACION,2019,FONDECYT,REGULAR,REGULAR,$74.899,ADJUDICADO,HUMANIDADES,PERSONA NATURAL,HOMBRE,NORTE
02. ANTOFAGASTA,UNIVERSIDAD,PROYECTOS DE INVESTIGACION,2019,FONDECYT,REGULAR,REGULAR,$-,NO ADJUDICADO,CIENCIAS MEDICAS Y DE LA SALUD,PERSONA NATURAL,MUJER,NORTE
03. ATACAMA,UNIVERSIDAD,PROYECTOS DE INVESTIGACION,2019,FONDECYT,REGULAR,REGULAR,$-,NO ADJUDICADO,CIENCIAS SOCIALES,PERSONA NATURAL,MUJER,NORTE
03. ATACAMA,UNIVERSIDAD,PROYECTOS DE INVESTIGACION,2019,FONDECYT,POSTDOCTORADO,POSTDOCTORADO,$-,NO ADJUDICADO,CIENCIAS NATURALES,PERSONA NATURAL,HOMBRE,NORTE
02. ANTOFAGASTA,UNIVERSIDAD,PROYECTOS DE INVESTIGACION,2019,FONDECYT,POSTDOCTORADO,POSTDOCTORADO,$-,NO ADJUDICADO,CIENCIAS SOCIALES,PERSONA NATURAL,MUJER,NORTE
02. ANTOFAGASTA,UNIVERSIDAD,PROYECTOS DE INVESTIGACION,2019,FONDECYT,POSTDOCTORADO,POSTDOCTORADO,$-,NO ADJUDICADO,CIENCIAS NATURALES,PERSONA NATURAL,MUJER,NORTE
02. ANTOFAGASTA,UNIVERSIDAD,PROYECTOS DE INVESTIGACION,2019,FONDECYT,POSTDOCTORADO,POSTDOCTORADO,$79.986,ADJUDICADO,CIENCIAS NATURALES,PERSONA NATURAL,HOMBRE,NORTE
02. ANTOFAGASTA,UNIVERSIDAD,PROYECTOS DE INVESTIGACION,2019,FONDECYT,POSTDOCTORADO,POSTDOCTORADO,$-,NO ADJUDICADO,CIENCIAS NATURALES,PERSONA NATURAL,HOMBRE,NORTE
02. ANTOFAGASTA,UNIVERSIDAD,PROYECTOS DE INVESTIGACION,2019,FONDECYT,POSTDOCTORADO,POSTDOCTORADO,$-,NO ADJUDICADO,CIENCIAS NATURALES,PERSONA NATURAL,HOMBRE,NORTE
